Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-09-15 11:38:17.347 -0600,"Success",0:00:25,0,0,0,"20170915_113817.347/LogFile.txt","","",1
